neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,review_scores_cleanliness,review_scores_location,amenities_count,wifi,kitchen,tv,air_conditioning,washer,dryer,dishwasher,microwave,refrigerator,workspace,gym,pets_allowed,parking,elevator,self_check_in,stay_length,checkin_month
Washington Heights,Manhattan,40.83521,-73.93836,Private room,2,2.0,2.0,3.0,4.86,4.57,4.79,26,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,30,8
Briarwood,Queens,40.71215,-73.81692,Private room,2,1.0,,1.0,4.77,4.75,4.45,11,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,30,6
Williamsburg,Brooklyn,40.70717,-73.95269,Private room,1,,,,4.62,4.23,4.92,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,60,8
Briarwood,Queens,40.71044,-73.81703,Private room,2,2.0,,1.0,4.54,4.83,4.83,10,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,30,6
Harlem,Manhattan,40.82903,-73.94204,Entire home/apt,2,1.0,,1.0,4.73,4.9,4.36,14,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,30,8
Middle Village,Queens,40.71567,-73.87842,Entire home/apt,4,1.0,1.0,1.0,4.34,4.3,4.44,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,30,6
Ridgewood,Queens,40.70422,-73.89778,Entire home/apt,7,1.0,2.0,3.0,4.0,4.25,4.25,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,30,6
Middle Village,Queens,40.71778,-73.87714,Entire home/apt,12,2.0,4.0,8.0,4.71,4.44,4.69,12,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,30,6
Harlem,Manhattan,40.80255,-73.95803,Private room,2,,,1.0,,,,18,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,30,6
East Harlem,Manhattan,40.79147,-73.94629,Entire home/apt,2,1.0,1.0,1.0,4.91,4.99,4.68,38,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,30,6
Bedford-Stuyvesant,Brooklyn,40.68518847176618,-73.94268839549034,Private room,2,1.0,,1.0,4.87,4.92,4.56,25,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,3,6
Ridgewood,Queens,40.70132,-73.90883,Private room,2,1.0,,2.0,4.74,3.82,4.5,16,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,30,6
South Slope,Brooklyn,40.66386,-73.98519,Entire home/apt,6,2.0,3.0,4.0,4.92,4.95,4.97,38,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,30,11
Chelsea,Manhattan,40.74168,-74.00339,Private room,3,1.0,1.0,1.0,4.88,4.71,4.99,27,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,30,6
Park Slope,Brooklyn,40.6789595110935,-73.97409474641334,Private room,2,1.5,,1.0,4.82,4.69,4.96,34,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,3,7
Harlem,Manhattan,40.81182,-73.94631,Entire home/apt,4,1.0,1.0,4.0,4.66,4.58,4.49,35,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,30,7
East Harlem,Manhattan,40.79934,-73.94236,Private room,2,1.0,,1.0,4.87,4.89,4.48,21,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,30,7
Williamsburg,Brooklyn,40.71065,-73.95087,Private room,1,1.0,,1.0,4.87,4.74,4.87,23,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,4,6
Harlem,Manhattan,40.81201,-73.94452,Private room,2,1.0,,1.0,4.67,4.62,4.5,59,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,30,7
Ditmars Steinway,Queens,40.772472,-73.906075,Entire home/apt,3,1.0,1.0,2.0,4.88,4.86,4.91,42,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,30,7
Midtown,Manhattan,40.75408,-73.97071,Entire home/apt,2,1.0,1.0,1.0,4.71,4.67,4.86,41,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,30,2
Lower East Side,Manhattan,40.72113,-73.98442,Entire home/apt,2,1.0,1.0,2.0,4.71,4.17,4.82,36,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,30,9
Vinegar Hill,Brooklyn,40.70252,-73.98296,Entire home/apt,4,2.0,2.0,4.0,4.62,4.48,4.54,42,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,30,7
Co-op City,Bronx,40.86749,-73.82214,Private room,2,,1.0,,4.75,4.0,4.2,23,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,30,10
Ditmars Steinway,Queens,40.77539,-73.91709,Entire home/apt,1,1.0,1.0,1.0,4.86,4.89,4.75,26,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,30,6
Upper West Side,Manhattan,40.78221,-73.98357,Private room,1,1.0,,1.0,4.68,5.0,4.96,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,6
Prospect-Lefferts Gardens,Brooklyn,40.65914535522461,-73.95812225341797,Entire home/apt,4,1.0,1.0,3.0,4.78,4.64,4.77,54,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,30,7
Boerum Hill,Brooklyn,40.68561,-73.98919,Entire home/apt,5,1.0,2.0,3.0,4.9,4.91,4.88,47,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,30,10
Crown Heights,Brooklyn,40.67128,-73.94307,Entire home/apt,6,,3.0,4.0,4.78,4.66,4.59,45,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,30,9
Williamsburg,Brooklyn,40.71294,-73.94461,Private room,2,1.0,,1.0,4.93,4.96,4.88,20,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,30,6
Greenpoint,Brooklyn,40.72292,-73.94577,Entire home/apt,3,1.0,1.0,1.0,4.64,4.37,4.8,42,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,30,7
Brooklyn Heights,Brooklyn,40.69003,-73.99338,Private room,2,1.0,1.0,1.0,4.68,4.78,4.89,46,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,30,6
East Harlem,Manhattan,40.80747,-73.94076,Entire home/apt,2,1.0,1.0,1.0,4.88,4.95,4.57,25,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,30,8
Bedford-Stuyvesant,Brooklyn,40.68927,-73.95439,Private room,2,,,2.0,4.64,4.59,4.55,28,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,2,7
Greenpoint,Brooklyn,40.73756,-73.9535,Entire home/apt,4,1.0,1.0,2.0,4.75,4.86,4.37,34,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,6
Bushwick,Brooklyn,40.69913,-73.93107,Private room,2,2.0,,1.0,4.63,4.32,4.34,50,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,30,6
Williamsburg,Brooklyn,40.71065,-73.94102,Entire home/apt,2,1.0,1.0,1.0,4.8,4.77,4.73,34,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,30,11
Bedford-Stuyvesant,Brooklyn,40.68532,-73.91881,Private room,1,1.0,,1.0,4.71,4.71,4.14,11,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,30,6
Harlem,Manhattan,40.81146,-73.94469,Private room,2,1.0,,3.0,5.0,5.0,4.73,23,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,30,8
Harlem,Manhattan,40.8238,-73.94444,Private room,2,1.5,,1.0,4.71,4.73,4.65,44,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,32,12
Lower East Side,Manhattan,40.71946,-73.98641,Entire home/apt,2,1.0,1.0,2.0,4.68,4.69,4.71,37,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,30,1
Ridgewood,Queens,40.70271,-73.8993,Entire home/apt,9,1.0,3.0,7.0,4.75,4.5,5.0,25,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,30,6
East Harlem,Manhattan,40.792667388916016,-73.946533203125,Entire home/apt,2,1.0,1.0,1.0,4.84,4.95,4.6,37,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,30,7
South Slope,Brooklyn,40.66481,-73.97776,Entire home/apt,4,1.0,2.0,3.0,4.71,4.78,4.97,52,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,30,3
Midtown,Manhattan,40.74311,-73.98303,Entire home/apt,4,1.0,,2.0,4.96,4.99,4.92,45,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,30,8
Washington Heights,Manhattan,40.8341081,-73.93948379999999,Entire home/apt,2,1.0,2.0,3.0,4.94,4.86,4.86,67,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4,6
Park Slope,Brooklyn,40.67634,-73.97666,Private room,2,1.0,,1.0,4.8,4.6,4.9,13,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,30,6
Clinton Hill,Brooklyn,40.68566,-73.96781,Entire home/apt,2,1.0,1.0,1.0,4.85,4.57,4.91,21,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,30,11
East New York,Brooklyn,40.67322,-73.88109,Entire home/apt,3,1.0,1.0,4.0,4.52,4.3,4.32,53,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,30,6
Harlem,Manhattan,40.81128,-73.9433,Entire home/apt,6,2.0,2.0,2.0,,,,10,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,30,6
Sunset Park,Brooklyn,40.66161712766098,-73.99192061645073,Private room,2,1.0,,1.0,4.83,4.8,4.77,57,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,3,6
Greenpoint,Brooklyn,40.73756,-73.9535,Entire home/apt,4,1.0,1.0,2.0,4.81,4.92,4.63,36,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,6
Greenpoint,Brooklyn,40.73756,-73.9535,Entire home/apt,4,1.0,1.0,2.0,4.77,4.71,4.33,36,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,6
Greenpoint,Brooklyn,40.73756,-73.9535,Entire home/apt,4,1.0,1.0,2.0,4.85,4.92,4.64,31,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,6
Greenpoint,Brooklyn,40.73756,-73.9535,Entire home/apt,4,1.0,1.0,2.0,4.75,4.77,4.71,33,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,6
Greenpoint,Brooklyn,40.73756,-73.9535,Entire home/apt,4,1.0,1.0,2.0,4.88,4.9,4.68,28,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,6
Harlem,Manhattan,40.81006,-73.94559,Private room,2,1.5,,2.0,4.72,4.7,4.5,58,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,30,7
South Slope,Brooklyn,40.66902,-73.98884,Entire home/apt,3,,2.0,,4.96,4.64,5.0,39,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,74,10
Prospect-Lefferts Gardens,Brooklyn,40.65712,-73.96105,Entire home/apt,2,1.0,1.0,1.0,4.69,4.61,4.65,42,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,30,8
Williamsburg,Brooklyn,40.71559,-73.94289,Private room,2,,,,4.75,4.22,4.67,15,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,150,9
Park Slope,Brooklyn,40.66943,-73.98188,Entire home/apt,6,,4.0,,5.0,5.0,5.0,31,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,45,6
Clinton Hill,Brooklyn,40.68884,-73.9644,Private room,2,1.0,,1.0,4.77,4.63,4.93,50,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,30,6
East Village,Manhattan,40.72598,-73.97978,Entire home/apt,6,1.0,1.0,2.0,4.53,4.36,4.84,42,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,30,9
Harlem,Manhattan,40.80371,-73.95635,Private room,1,1.5,,1.0,4.5,4.0,4.5,16,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,30,6
Greenpoint,Brooklyn,40.73756,-73.9535,Entire home/apt,4,1.0,1.0,2.0,4.81,4.82,4.45,31,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,6
Greenpoint,Brooklyn,40.73756,-73.9535,Entire home/apt,4,1.0,1.0,2.0,4.75,4.9,4.68,30,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,6
Greenpoint,Brooklyn,40.73756,-73.9535,Private room,4,1.0,1.0,2.0,4.9,5.0,4.9,29,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,5
Greenpoint,Brooklyn,40.73756,-73.9535,Private room,4,1.0,1.0,2.0,4.86,4.93,4.86,24,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,5
Greenpoint,Brooklyn,40.73756,-73.9535,Hotel room,2,1.0,1.0,1.0,4.77,4.88,4.62,25,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,6
Greenpoint,Brooklyn,40.73756,-73.9535,Private room,6,1.0,2.0,3.0,5.0,5.0,4.0,26,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,5
Williamsburg,Brooklyn,40.71134819720268,-73.95338679325236,Private room,1,2.0,2.0,2.0,4.94,4.9,4.94,30,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,30,7
Greenpoint,Brooklyn,40.72967,-73.95352,Entire home/apt,4,2.0,1.0,1.0,4.82,4.71,4.87,27,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,30,6
Crown Heights,Brooklyn,40.67579,-73.95072,Private room,2,1.0,1.0,1.0,4.79,4.81,4.53,11,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,30,9
Carroll Gardens,Brooklyn,40.68028,-73.99328,Entire home/apt,3,1.0,2.0,2.0,4.86,4.98,4.97,53,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,30,8
East Village,Manhattan,40.72547,-73.98619,Entire home/apt,2,1.0,,1.0,4.93,4.78,4.94,51,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,30,11
Gowanus,Brooklyn,40.68088,-73.99102,Entire home/apt,2,1.0,1.0,1.0,4.98,4.97,4.97,51,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,30,7
Windsor Terrace,Brooklyn,40.64885,-73.97453,Private room,2,1.0,,2.0,4.85,4.85,4.69,18,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,30,6
Clinton Hill,Brooklyn,40.6882557,-73.9638332,Private room,2,1.0,,1.0,4.54,4.44,4.82,25,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,2,6
West Village,Manhattan,40.73598579983653,-74.0020662816094,Entire home/apt,2,1.0,1.0,1.0,4.67,4.73,4.89,41,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,30,7
Washington Heights,Manhattan,40.85209,-73.93941,Private room,1,1.0,,1.0,5.0,5.0,5.0,20,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,30,6
SoHo,Manhattan,40.72371,-73.99663,Entire home/apt,3,1.0,1.0,2.0,4.85,4.8,4.91,39,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,30,7
Upper West Side,Manhattan,40.79903,-73.96297,Entire home/apt,2,1.0,1.0,1.0,4.67,4.42,5.0,25,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,30,1
Williamsburg,Brooklyn,40.71516,-73.96448,Entire home/apt,4,1.0,1.0,2.0,4.9,4.91,4.95,44,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,30,7
Williamsburg,Brooklyn,40.71116,-73.94721,Entire home/apt,5,1.0,2.0,3.0,4.86,4.79,4.95,43,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,30,8
Bedford-Stuyvesant,Brooklyn,40.68928,-73.93908,Entire home/apt,3,,2.0,2.0,4.81,4.8,4.51,28,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,30,6
Lower East Side,Manhattan,40.71937,-73.98387,Entire home/apt,2,,1.0,,4.79,4.15,4.87,21,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,50,1
Harlem,Manhattan,40.8239,-73.94242,Private room,2,1.5,,1.0,4.65,4.69,4.67,59,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,30,11
Bedford-Stuyvesant,Brooklyn,40.69101,-73.95018,Entire home/apt,2,1.0,2.0,2.0,4.65,4.51,4.44,40,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,3,6
Nolita,Manhattan,40.72032,-73.99462,Entire home/apt,4,2.0,2.0,2.0,4.96,4.88,4.77,32,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,30,11
Bedford-Stuyvesant,Brooklyn,40.68278,-73.95549,Entire home/apt,2,,2.0,,4.88,4.74,4.74,50,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,60,8
Tribeca,Manhattan,40.71704,-74.00908,Entire home/apt,4,1.0,1.0,1.0,4.73,4.36,4.81,54,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,30,6
Upper West Side,Manhattan,40.78846,-73.97459,Entire home/apt,2,,1.0,1.0,4.97,4.97,4.97,36,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,30,11
Nolita,Manhattan,40.72,-73.99487,Entire home/apt,7,1.0,3.0,4.0,4.87,4.89,4.79,65,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,30,6
Park Slope,Brooklyn,40.67646,-73.97875,Private room,1,1.0,,1.0,4.8,4.55,4.75,30,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,30,9
West Village,Manhattan,40.73523,-74.00341,Private room,1,1.0,2.0,3.0,4.17,4.33,5.0,57,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,30,6
Sunset Park,Brooklyn,40.65043,-74.00387,Private room,2,1.0,,1.0,4.5,4.48,4.15,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,1
Fort Greene,Brooklyn,40.68687,-73.97074,Private room,2,2.0,2.0,2.0,4.96,4.86,4.93,33,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,30,6
Sunnyside,Queens,40.74709,-73.92056,Entire home/apt,1,1.0,1.0,1.0,5.0,5.0,5.0,31,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,30,6
Bedford-Stuyvesant,Brooklyn,40.68476,-73.94867,Private room,2,1.0,,1.0,4.71,4.58,4.55,24,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,30,8
Boerum Hill,Brooklyn,40.68739,-73.9897,Entire home/apt,4,,2.0,,5.0,5.0,5.0,58,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,150,7
Prospect Heights,Brooklyn,40.67379,-73.96623,Private room,1,1.0,,1.0,4.83,4.96,4.91,44,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,30,6
Astoria,Queens,40.77507,-73.93367,Private room,3,1.0,1.0,2.0,4.67,4.56,4.32,47,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,30,1
Chinatown,Manhattan,40.71624,-73.994,Entire home/apt,2,1.0,,1.0,4.84,4.85,4.69,48,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,30,10
Bedford-Stuyvesant,Brooklyn,40.695588790857855,-73.95461923691613,Private room,2,,1.0,1.0,4.58,4.82,3.65,60,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,30,6
Crown Heights,Brooklyn,40.67595,-73.95121,Entire home/apt,4,1.0,2.0,3.0,4.8,4.76,4.72,43,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,30,8
Park Slope,Brooklyn,40.68169,-73.9769,Entire home/apt,14,,5.0,,4.92,4.84,4.93,44,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,365,6
Bedford-Stuyvesant,Brooklyn,40.69149,-73.93662,Private room,2,1.0,,1.0,4.93,4.9,4.42,42,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,3,6
South Slope,Brooklyn,40.66609,-73.98472,Entire home/apt,2,2.5,4.0,4.0,4.94,4.82,5.0,28,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,30,6
Williamsburg,Brooklyn,40.7149363238612,-73.96085072130779,Private room,2,1.0,,1.0,4.98,4.99,4.97,49,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,8
Hell's Kitchen,Manhattan,40.76448,-73.98667,Private room,1,1.0,,1.0,,,,15,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,30,6
Prospect Heights,Brooklyn,40.67707,-73.97062,Entire home/apt,5,1.0,2.0,2.0,4.81,4.89,4.94,36,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,30,6
Greenpoint,Brooklyn,40.73777,-73.95366,Hotel room,2,1.0,1.0,1.0,4.83,4.93,4.58,26,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,6
Greenpoint,Brooklyn,40.73756,-73.9535,Hotel room,4,1.0,1.0,2.0,5.0,5.0,4.82,26,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,5
Greenpoint,Brooklyn,40.73777,-73.95366,Private room,4,1.0,1.0,2.0,4.7,4.78,4.11,27,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,5
Greenpoint,Brooklyn,40.73777,-73.95366,Private room,4,1.0,1.0,2.0,4.0,5.0,3.5,27,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,5
East Village,Manhattan,40.72408,-73.98154,Entire home/apt,2,1.0,1.0,1.0,4.8,4.71,4.84,43,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,30,8
Prospect Heights,Brooklyn,40.67604,-73.96865,Entire home/apt,2,1.0,1.0,2.0,5.0,4.0,5.0,13,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,30,10
Boerum Hill,Brooklyn,40.68607,-73.98074,Entire home/apt,6,,3.0,4.0,4.89,4.94,4.92,63,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,30,7
Bushwick,Brooklyn,40.69775,-73.92615,Entire home/apt,2,1.0,1.0,1.0,,,,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,30,5
Sunnyside,Queens,40.74506,-73.91251,Private room,2,1.0,,1.0,4.73,4.86,4.76,28,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,30,6
Windsor Terrace,Brooklyn,40.6605,-73.98332,Entire home/apt,6,2.0,4.0,4.0,5.0,5.0,5.0,47,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,30,7
Bedford-Stuyvesant,Brooklyn,40.68433,-73.94469,Entire home/apt,5,1.0,2.0,3.0,4.92,4.93,4.92,27,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,30,1
Williamsburg,Brooklyn,40.709278,-73.954689,Entire home/apt,4,1.0,1.0,2.0,4.9,4.91,4.83,41,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,3,1
Prospect-Lefferts Gardens,Brooklyn,40.6582,-73.95088,Private room,2,1.0,,1.0,4.28,4.53,3.89,17,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,30,6
Woodside,Queens,40.74836,-73.89686,Entire home/apt,6,1.0,2.0,5.0,4.72,4.64,4.75,29,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,30,1
Concord,Staten Island,40.60066,-74.08902,Private room,2,1.0,,1.0,4.78,4.8,4.54,26,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,30,6
Sunset Park,Brooklyn,40.66044,-73.99279,Entire home/apt,1,1.0,,1.0,4.85,4.73,4.94,39,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,30,10
East Village,Manhattan,40.725518651085686,-73.98048563867302,Private room,2,1.0,2.0,3.0,4.87,4.76,4.79,61,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,2,7
East Village,Manhattan,40.7288,-73.98731,Entire home/apt,2,1.0,2.0,2.0,4.79,4.75,4.95,11,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,30,9
Bushwick,Brooklyn,40.68769,-73.91788,Entire home/apt,3,1.0,1.0,2.0,4.44,4.42,4.21,24,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,30,8
Downtown Brooklyn,Brooklyn,40.69132,-73.98573,Private room,1,1.5,,1.0,5.0,4.8,4.4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,7
Concord,Staten Island,40.60194,-74.09024,Private room,2,1.0,2.0,1.0,4.5,4.71,4.64,11,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,30,7
Carroll Gardens,Brooklyn,40.68176,-73.99473,Private room,2,1.0,2.0,2.0,4.83,4.76,4.98,29,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,30,6
Clinton Hill,Brooklyn,40.68375,-73.96142,Entire home/apt,2,1.0,1.0,2.0,4.8,4.84,4.73,59,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,30,7
Woodside,Queens,40.7484,-73.89892,Entire home/apt,6,1.0,1.0,4.0,4.81,4.73,4.74,27,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,30,7
Woodside,Queens,40.74874,-73.89746,Entire home/apt,7,1.0,2.0,7.0,4.55,4.71,4.61,8,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,30,12
Greenwich Village,Manhattan,40.73524,-73.99817,Entire home/apt,2,,1.0,,,,,9,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,60,6
Williamsburg,Brooklyn,40.71116,-73.94989,Private room,1,1.0,1.0,2.0,4.96,4.96,4.98,30,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,30,6
Greenpoint,Brooklyn,40.73777,-73.95366,Hotel room,2,1.0,1.0,1.0,4.9,4.95,4.88,26,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,6
Bedford-Stuyvesant,Brooklyn,40.684569430603325,-73.93840021354636,Entire home/apt,5,1.0,2.0,4.0,4.72,4.73,4.62,43,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,30,1
Sunset Park,Brooklyn,40.66272,-73.98913,Private room,1,1.0,,1.0,4.61,4.39,4.78,36,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,30,9
Upper West Side,Manhattan,40.78105,-73.97858,Private room,1,1.0,2.0,1.0,4.74,4.49,4.93,46,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,30,8
Prospect-Lefferts Gardens,Brooklyn,40.66167,-73.96152,Entire home/apt,2,1.0,1.0,2.0,4.62,4.58,4.65,29,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,31,10
Greenwich Village,Manhattan,40.73249053955078,-73.99999237060547,Entire home/apt,2,1.0,1.0,1.0,4.74,4.58,4.99,26,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,30,11
Bushwick,Brooklyn,40.70209,-73.91476,Private room,2,1.0,,1.0,4.86,4.5,4.72,19,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,30,6
Harlem,Manhattan,40.82335,-73.95322,Entire home/apt,6,1.0,2.0,3.0,4.87,4.79,4.62,33,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,30,11
Crown Heights,Brooklyn,40.6736,-73.9551,Entire home/apt,2,1.0,1.0,1.0,4.86,4.76,4.59,25,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,7,8
Chelsea,Manhattan,40.75077,-73.99657,Entire home/apt,2,1.0,1.0,1.0,4.81,4.44,4.67,24,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,30,1
Washington Heights,Manhattan,40.85433,-73.9324,Private room,2,1.0,,2.0,4.69,4.55,4.44,36,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,30,6
Midtown,Manhattan,40.7449021,-73.98369610000002,Entire home/apt,2,1.0,1.0,1.0,4.72,4.69,4.91,33,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,30,6
